id,name,css
"minionprocn","Minion Pro Cn","Minion Pro Cn, system-ui, -apple-system, sans-serif"
"minionprocncapt","Minion Pro Cn Capt","Minion Pro Cn Capt, system-ui, -apple-system, sans-serif"
"minionprocndisp","Minion Pro Cn Disp","Minion Pro Cn Disp, system-ui, -apple-system, sans-serif"
"minionprocnit","Minion Pro Cn It","Minion Pro Cn It, system-ui, -apple-system, sans-serif"
"minionprocnitcapt","Minion Pro Cn It Capt","Minion Pro Cn It Capt, system-ui, -apple-system, sans-serif"
"minionprocnitdisp","Minion Pro Cn It Disp","Minion Pro Cn It Disp, system-ui, -apple-system, sans-serif"
"minionprocnitsubh","Minion Pro Cn It Subh","Minion Pro Cn It Subh, system-ui, -apple-system, sans-serif"
"minionprocnsubh","Minion Pro Cn Subh","Minion Pro Cn Subh, system-ui, -apple-system, sans-serif"
"minionprodisp","Minion Pro Disp","Minion Pro Disp, system-ui, -apple-system, sans-serif"
"minionproit","Minion Pro It","Minion Pro It, system-ui, -apple-system, sans-serif"
"minionproitcapt","Minion Pro It Capt","Minion Pro It Capt, system-ui, -apple-system, sans-serif"
"minionproitdisp","Minion Pro It Disp","Minion Pro It Disp, system-ui, -apple-system, sans-serif"
"minionproitsubh","Minion Pro It Subh","Minion Pro It Subh, system-ui, -apple-system, sans-serif"
"minionpromediumcapt","Minion Pro Medium Capt","Minion Pro Medium Capt, system-ui, -apple-system, sans-serif"
"minionpromediumcn","Minion Pro Medium Cn","Minion Pro Medium Cn, system-ui, -apple-system, sans-serif"
"minionpromediumcncapt","Minion Pro Medium Cn Capt","Minion Pro Medium Cn Capt, system-ui, -apple-system, sans-serif"
"minionpromediumcndisp","Minion Pro Medium Cn Disp","Minion Pro Medium Cn Disp, system-ui, -apple-system, sans-serif"
"minionpromediumcnit","Minion Pro Medium Cn It","Minion Pro Medium Cn It, system-ui, -apple-system, sans-serif"
"minionpromediumcnitcapt","Minion Pro Medium Cn It Capt","Minion Pro Medium Cn It Capt, system-ui, -apple-system, sans-serif"
"minionpromediumcnitdisp","Minion Pro Medium Cn It Disp","Minion Pro Medium Cn It Disp, system-ui, -apple-system, sans-serif"
"minionpromediumcnitsubh","Minion Pro Medium Cn It Subh","Minion Pro Medium Cn It Subh, system-ui, -apple-system, sans-serif"
"minionpromediumcnsubh","Minion Pro Medium Cn Subh","Minion Pro Medium Cn Subh, system-ui, -apple-system, sans-serif"
"minionpromediumdisp","Minion Pro Medium Disp","Minion Pro Medium Disp, system-ui, -apple-system, sans-serif"
"minionpromediumit","Minion Pro Medium It","Minion Pro Medium It, system-ui, -apple-system, sans-serif"
"minionpromediumitcapt","Minion Pro Medium It Capt","Minion Pro Medium It Capt, system-ui, -apple-system, sans-serif"
"minionpromediumitdisp","Minion Pro Medium It Disp","Minion Pro Medium It Disp, system-ui, -apple-system, sans-serif"
"minionpromediumitsubh","Minion Pro Medium It Subh","Minion Pro Medium It Subh, system-ui, -apple-system, sans-serif"
"minionpromediumsubh","Minion Pro Medium Subh","Minion Pro Medium Subh, system-ui, -apple-system, sans-serif"
"minionprosemiboldcapt","Minion Pro Semibold Capt","Minion Pro Semibold Capt, system-ui, -apple-system, sans-serif"
"minionprosemiboldcn","Minion Pro Semibold Cn","Minion Pro Semibold Cn, system-ui, -apple-system, sans-serif"
"minionprosemiboldcncapt","Minion Pro Semibold Cn Capt","Minion Pro Semibold Cn Capt, system-ui, -apple-system, sans-serif"
"minionprosemiboldcndisp","Minion Pro Semibold Cn Disp","Minion Pro Semibold Cn Disp, system-ui, -apple-system, sans-serif"
"minionprosemiboldcnit","Minion Pro Semibold Cn It","Minion Pro Semibold Cn It, system-ui, -apple-system, sans-serif"
"minionprosemiboldcnitcapt","Minion Pro Semibold Cn It Capt","Minion Pro Semibold Cn It Capt, system-ui, -apple-system, sans-serif"
"minionprosemiboldcnitdisp","Minion Pro Semibold Cn It Disp","Minion Pro Semibold Cn It Disp, system-ui, -apple-system, sans-serif"
"minionprosemiboldcnitsubh","Minion Pro Semibold Cn It Subh","Minion Pro Semibold Cn It Subh, system-ui, -apple-system, sans-serif"
"minionprosemiboldcnsubh","Minion Pro Semibold Cn Subh","Minion Pro Semibold Cn Subh, system-ui, -apple-system, sans-serif"
"minionprosemibolddisp","Minion Pro Semibold Disp","Minion Pro Semibold Disp, system-ui, -apple-system, sans-serif"
"minionprosemiboldit","Minion Pro Semibold It","Minion Pro Semibold It, system-ui, -apple-system, sans-serif"
"minionprosemibolditcapt","Minion Pro Semibold It Capt","Minion Pro Semibold It Capt, system-ui, -apple-system, sans-serif"
"minionprosemibolditdisp","Minion Pro Semibold It Disp","Minion Pro Semibold It Disp, system-ui, -apple-system, sans-serif"
"minionprosemibolditsubh","Minion Pro Semibold It Subh","Minion Pro Semibold It Subh, system-ui, -apple-system, sans-serif"
"minionprosemiboldsubh","Minion Pro Semibold Subh","Minion Pro Semibold Subh, system-ui, -apple-system, sans-serif"
"minionprosubh","Minion Pro Subh","Minion Pro Subh, system-ui, -apple-system, sans-serif"
"monlyfree","Monly Free","Monly Free, system-ui, -apple-system, sans-serif"
"monlyseriffree","Monly Serif Free","Monly Serif Free, system-ui, -apple-system, sans-serif"
"monterchi","Monterchi","Monterchi, system-ui, -apple-system, sans-serif"
"monterchibook","Monterchi Book","Monterchi Book, system-ui, -apple-system, sans-serif"
"monterchisans","Monterchi Sans","Monterchi Sans, system-ui, -apple-system, sans-serif"
"monterchisansbook","Monterchi Sans Book","Monterchi Sans Book, system-ui, -apple-system, sans-serif"
"monterchiserif","Monterchi Serif","Monterchi Serif, system-ui, -apple-system, sans-serif"
"monterchiserifbook","Monterchi Serif Book","Monterchi Serif Book, system-ui, -apple-system, sans-serif"
"monterchitext","Monterchi Text","Monterchi Text, system-ui, -apple-system, sans-serif"
"monterchitextbook","Monterchi Text Book","Monterchi Text Book, system-ui, -apple-system, sans-serif"
"montserrat","Montserrat","Montserrat, system-ui, -apple-system, sans-serif"
"mozer","Mozer","Mozer, system-ui, -apple-system, sans-serif"
"mozerbook","Mozer Book","Mozer Book, system-ui, -apple-system, sans-serif"
"muller","muller","muller, system-ui, -apple-system, sans-serif"
"mullerhairline","muller hairline","muller hairline, system-ui, -apple-system, sans-serif"
"museosanscyrl","museo sans cyrl","museo sans cyrl, system-ui, -apple-system, sans-serif"
"museosanscyrl500ital","museo sans cyrl 500 ital","museo sans cyrl 500 ital, system-ui, -apple-system, sans-serif"
"museosanscyrl700ital","museo sans cyrl 700 ital","museo sans cyrl 700 ital, system-ui, -apple-system, sans-serif"
"museosanscyrl900ital","museo sans cyrl 900 ital","museo sans cyrl 900 ital, system-ui, -apple-system, sans-serif"
"myriadpro","Myriad Pro","Myriad Pro, system-ui, -apple-system, sans-serif"
"myriadproblackcond","Myriad Pro Black Cond","Myriad Pro Black Cond, system-ui, -apple-system, sans-serif"
"myriadproblackcondit","Myriad Pro Black Cond It","Myriad Pro Black Cond It, system-ui, -apple-system, sans-serif"
"myriadproblackit","Myriad Pro Black It","Myriad Pro Black It, system-ui, -apple-system, sans-serif"
"myriadproblacksemicn","Myriad Pro Black Semi Cn","Myriad Pro Black Semi Cn, system-ui, -apple-system, sans-serif"
"myriadproblacksemicnit","Myriad Pro Black Semi Cn It","Myriad Pro Black Semi Cn It, system-ui, -apple-system, sans-serif"
"myriadproblacksemiext","Myriad Pro Black Semi Ext","Myriad Pro Black Semi Ext, system-ui, -apple-system, sans-serif"
"myriadproblacksemiextit","Myriad Pro Black Semi Ext It","Myriad Pro Black Semi Ext It, system-ui, -apple-system, sans-serif"
"myriadproboldcond","Myriad Pro Bold Cond","Myriad Pro Bold Cond, system-ui, -apple-system, sans-serif"
"myriadproboldcondit","Myriad Pro Bold Cond It","Myriad Pro Bold Cond It, system-ui, -apple-system, sans-serif"
"myriadproboldit","Myriad Pro Bold It","Myriad Pro Bold It, system-ui, -apple-system, sans-serif"
"myriadproboldsemicn","Myriad Pro Bold Semi Cn","Myriad Pro Bold Semi Cn, system-ui, -apple-system, sans-serif"
"myriadproboldsemicnit","Myriad Pro Bold Semi Cn It","Myriad Pro Bold Semi Cn It, system-ui, -apple-system, sans-serif"
"myriadproboldsemiext","Myriad Pro Bold Semi Ext","Myriad Pro Bold Semi Ext, system-ui, -apple-system, sans-serif"
"myriadproboldsemiextit","Myriad Pro Bold Semi Ext It","Myriad Pro Bold Semi Ext It, system-ui, -apple-system, sans-serif"
"myriadprocond","Myriad Pro Cond","Myriad Pro Cond, system-ui, -apple-system, sans-serif"
"myriadprocondit","Myriad Pro Cond It","Myriad Pro Cond It, system-ui, -apple-system, sans-serif"
"myriadproit","Myriad Pro It","Myriad Pro It, system-ui, -apple-system, sans-serif"
"myriadprosemicn","Myriad Pro Semi Cn","Myriad Pro Semi Cn, system-ui, -apple-system, sans-serif"
"myriadprosemicnit","Myriad Pro Semi Cn It","Myriad Pro Semi Cn It, system-ui, -apple-system, sans-serif"
"myriadprosemiext","Myriad Pro Semi Ext","Myriad Pro Semi Ext, system-ui, -apple-system, sans-serif"
"myriadprosemiextit","Myriad Pro Semi Ext It","Myriad Pro Semi Ext It, system-ui, -apple-system, sans-serif"
"myriadprosemiboldcond","Myriad Pro Semibold Cond","Myriad Pro Semibold Cond, system-ui, -apple-system, sans-serif"
"myriadprosemiboldcondit","Myriad Pro Semibold Cond It","Myriad Pro Semibold Cond It, system-ui, -apple-system, sans-serif"
"myriadprosemiboldit","Myriad Pro Semibold It","Myriad Pro Semibold It, system-ui, -apple-system, sans-serif"
"myriadprosemiboldsemicn","Myriad Pro Semibold Semi Cn","Myriad Pro Semibold Semi Cn, system-ui, -apple-system, sans-serif"
"myriadprosemiboldsemicnit","Myriad Pro Semibold Semi Cn It","Myriad Pro Semibold Semi Cn It, system-ui, -apple-system, sans-serif"
"myriadprosemiboldsemiext","Myriad Pro Semibold Semi Ext","Myriad Pro Semibold Semi Ext, system-ui, -apple-system, sans-serif"
"myriadprosemiboldsemiextit","Myriad Pro Semibold Semi Ext It","Myriad Pro Semibold Semi Ext It, system-ui, -apple-system, sans-serif"
"narzissprocy","Narziss Pro Cy","Narziss Pro Cy, system-ui, -apple-system, sans-serif"
"narzissprocybolddrops","Narziss Pro Cy Bold Drops","Narziss Pro Cy Bold Drops, system-ui, -apple-system, sans-serif"
"narzissprocyboldswirls","Narziss Pro Cy Bold Swirls","Narziss Pro Cy Bold Swirls, system-ui, -apple-system, sans-serif"
"narzissprocyextrabolddrops","Narziss Pro Cy Extrabold Drops","Narziss Pro Cy Extrabold Drops, system-ui, -apple-system, sans-serif"
"narzissprocyextraboldswirls","Narziss Pro Cy Extrabold Swirls","Narziss Pro Cy Extrabold Swirls, system-ui, -apple-system, sans-serif"
"narzissprocyheavydrops","Narziss Pro Cy Heavy Drops","Narziss Pro Cy Heavy Drops, system-ui, -apple-system, sans-serif"
"narzissprocyheavyswirls","Narziss Pro Cy Heavy Swirls","Narziss Pro Cy Heavy Swirls, system-ui, -apple-system, sans-serif"
"narzissprocymediumdrops","Narziss Pro Cy Medium Drops","Narziss Pro Cy Medium Drops, system-ui, -apple-system, sans-serif"
"narzissprocymediumswirls","Narziss Pro Cy Medium Swirls","Narziss Pro Cy Medium Swirls, system-ui, -apple-system, sans-serif"
"narzissprocyregulardrops","Narziss Pro Cy Regular Drops","Narziss Pro Cy Regular Drops, system-ui, -apple-system, sans-serif"
"narzissprocyregularswirls","Narziss Pro Cy Regular Swirls","Narziss Pro Cy Regular Swirls, system-ui, -apple-system, sans-serif"
"narzissprocysemibolddrops","Narziss Pro Cy Semibold Drops","Narziss Pro Cy Semibold Drops, system-ui, -apple-system, sans-serif"
"narzissprocysemiboldswirls","Narziss Pro Cy Semibold Swirls","Narziss Pro Cy Semibold Swirls, system-ui, -apple-system, sans-serif"
"narzissprocyultrabolddrops","Narziss Pro Cy Ultrabold Drops","Narziss Pro Cy Ultrabold Drops, system-ui, -apple-system, sans-serif"
"narzissprocyultraboldswirls","Narziss Pro Cy Ultrabold Swirls","Narziss Pro Cy Ultrabold Swirls, system-ui, -apple-system, sans-serif"
"naste","Naste","Naste, system-ui, -apple-system, sans-serif"
"navigo","Navigo","Navigo, system-ui, -apple-system, sans-serif"
"nctlarkspur","NCT Larkspur","NCT Larkspur, system-ui, -apple-system, sans-serif"
"nctlarkspursc","NCT Larkspur SC","NCT Larkspur SC, system-ui, -apple-system, sans-serif"
"nctncttorin","NCT NCT Torin","NCT NCT Torin, system-ui, -apple-system, sans-serif"
"nctncttorinextra","NCT NCT Torin Extra","NCT NCT Torin Extra, system-ui, -apple-system, sans-serif"
"nctncttorinhairline","NCT NCT Torin Hairline","NCT NCT Torin Hairline, system-ui, -apple-system, sans-serif"
"nctncttorinsemi","NCT NCT Torin Semi","NCT NCT Torin Semi, system-ui, -apple-system, sans-serif"
"neosansw1g","Neo Sans W1G","Neo Sans W1G, system-ui, -apple-system, sans-serif"
"neosansw1gultra","Neo Sans W1G Ultra","Neo Sans W1G Ultra, system-ui, -apple-system, sans-serif"
"neometric","Neometric","Neometric, system-ui, -apple-system, sans-serif"
"neometricalt","Neometric Alt","Neometric Alt, system-ui, -apple-system, sans-serif"
"neometricalthairline","Neometric Alt Hairline","Neometric Alt Hairline, system-ui, -apple-system, sans-serif"
"neometrichairline","Neometric Hairline","Neometric Hairline, system-ui, -apple-system, sans-serif"
"neris","Neris","Neris, system-ui, -apple-system, sans-serif"
"neuealtegrotesk","Neue Alte Grotesk","Neue Alte Grotesk, system-ui, -apple-system, sans-serif"
"neuealtegroteskbook","Neue Alte Grotesk Book","Neue Alte Grotesk Book, system-ui, -apple-system, sans-serif"
"neuealtegrotesksemi","Neue Alte Grotesk Semi","Neue Alte Grotesk Semi, system-ui, -apple-system, sans-serif"
"neuefrutigerworld","Neue Frutiger World","Neue Frutiger World, system-ui, -apple-system, sans-serif"
"neuefrutigerworldblackit","Neue Frutiger World Black It","Neue Frutiger World Black It, system-ui, -apple-system, sans-serif"
"neuefrutigerworldboldit","Neue Frutiger World Bold It","Neue Frutiger World Bold It, system-ui, -apple-system, sans-serif"
"neuefrutigerworldbook","Neue Frutiger World Book","Neue Frutiger World Book, system-ui, -apple-system, sans-serif"
"neuefrutigerworldbookit","Neue Frutiger World Book It","Neue Frutiger World Book It, system-ui, -apple-system, sans-serif"
"neuefrutigerworldheavyit","Neue Frutiger World Heavy It","Neue Frutiger World Heavy It, system-ui, -apple-system, sans-serif"
"neuefrutigerworldit","Neue Frutiger World It","Neue Frutiger World It, system-ui, -apple-system, sans-serif"
"neuefrutigerworldmediumit","Neue Frutiger World Medium It","Neue Frutiger World Medium It, system-ui, -apple-system, sans-serif"
"neuefrutigerworldultlt","Neue Frutiger World Ult Lt","Neue Frutiger World Ult Lt, system-ui, -apple-system, sans-serif"
"neuefrutigerworldultltit","Neue Frutiger World Ult Lt It","Neue Frutiger World Ult Lt It, system-ui, -apple-system, sans-serif"
"neuefrutigerworldxtrablk","Neue Frutiger World Xtra Blk","Neue Frutiger World Xtra Blk, system-ui, -apple-system, sans-serif"
"neuefrutigerworldxtrablkit","Neue Frutiger World Xtra Blk It","Neue Frutiger World Xtra Blk It, system-ui, -apple-system, sans-serif"
"neuehaasunicaw1g","Neue Haas Unica W1G","Neue Haas Unica W1G, system-ui, -apple-system, sans-serif"
"neuehaasunicaw1gblackit","Neue Haas Unica W1G Black It","Neue Haas Unica W1G Black It, system-ui, -apple-system, sans-serif"
"neuehaasunicaw1gheavyit","Neue Haas Unica W1G Heavy It","Neue Haas Unica W1G Heavy It, system-ui, -apple-system, sans-serif"
"neuehaasunicaw1gmediumit","Neue Haas Unica W1G Medium It","Neue Haas Unica W1G Medium It, system-ui, -apple-system, sans-serif"
"neuehaasunicaw1gx","Neue Haas Unica W1G X","Neue Haas Unica W1G X, system-ui, -apple-system, sans-serif"
"neuehaasunicaw1gxblackit","Neue Haas Unica W1G XBlack It","Neue Haas Unica W1G XBlack It, system-ui, -apple-system, sans-serif"
"neuemachina","Neue Machina","Neue Machina, system-ui, -apple-system, sans-serif"
"newyork","New York","New York, system-ui, -apple-system, sans-serif"
"newyorkextralarge","New York Extra Large","New York Extra Large, system-ui, -apple-system, sans-serif"
"newyorklarge","New York Large","New York Large, system-ui, -apple-system, sans-serif"
"newyorksmall","New York Small","New York Small, system-ui, -apple-system, sans-serif"
"nextart","NEXT ART","NEXT ART, system-ui, -apple-system, sans-serif"
"nickainleynormal","Nickainley Normal","Nickainley Normal, system-ui, -apple-system, sans-serif"
"nimbussanlbol","Nimbus San L Bol","Nimbus San L Bol, system-ui, -apple-system, sans-serif"
"nimbussanlbolita","Nimbus San L Bol Ita","Nimbus San L Bol Ita, system-ui, -apple-system, sans-serif"
"nimbussanlreg","Nimbus San L Reg","Nimbus San L Reg, system-ui, -apple-system, sans-serif"
"nimbussanlregita","Nimbus San L Reg Ita","Nimbus San L Reg Ita, system-ui, -apple-system, sans-serif"
"noah","Noah","Noah, system-ui, -apple-system, sans-serif"
"noahgrotesque","Noah Grotesque","Noah Grotesque, system-ui, -apple-system, sans-serif"
"noahhead","Noah Head","Noah Head, system-ui, -apple-system, sans-serif"
"noahtext","Noah Text","Noah Text, system-ui, -apple-system, sans-serif"
"nobile","Nobile","Nobile, system-ui, -apple-system, sans-serif"
"noirpro","Noir Pro","Noir Pro, system-ui, -apple-system, sans-serif"
"normativepro","Normative Pro","Normative Pro, system-ui, -apple-system, sans-serif"
"nwtbodoni","NWTBodoni","NWTBodoni, system-ui, -apple-system, sans-serif"
"objectsans","Object Sans","Object Sans, system-ui, -apple-system, sans-serif"
"objectsansblackslanted","Object Sans Black Slanted","Object Sans Black Slanted, system-ui, -apple-system, sans-serif"
"objectsansboldslanted","Object Sans Bold Slanted","Object Sans Bold Slanted, system-ui, -apple-system, sans-serif"
"objectsansheavyslanted","Object Sans Heavy Slanted","Object Sans Heavy Slanted, system-ui, -apple-system, sans-serif"
"objectsansmediumslanted","Object Sans Medium Slanted","Object Sans Medium Slanted, system-ui, -apple-system, sans-serif"
"objectsansslanted","Object Sans Slanted","Object Sans Slanted, system-ui, -apple-system, sans-serif"
"obla","Obla","Obla, system-ui, -apple-system, sans-serif"
"odds","Odds","Odds, system-ui, -apple-system, sans-serif"
"opensans","Open Sans","Open Sans, system-ui, -apple-system, sans-serif"
"opinionpro","Opinion Pro","Opinion Pro, system-ui, -apple-system, sans-serif"
"opinionprocondensed","Opinion Pro Condensed","Opinion Pro Condensed, system-ui, -apple-system, sans-serif"
"opinionproextended","Opinion Pro Extended","Opinion Pro Extended, system-ui, -apple-system, sans-serif"
"opinionproextracondensed","Opinion Pro Extra Condensed","Opinion Pro Extra Condensed, system-ui, -apple-system, sans-serif"
"orchideapro","Orchidea Pro","Orchidea Pro, system-ui, -apple-system, sans-serif"
"osnovapro","OSNOVAPRO","OSNOVAPRO, system-ui, -apple-system, sans-serif"
"oswald","Oswald","Oswald, system-ui, -apple-system, sans-serif"
"p22undergroundcypro","P22 Underground CY Pro","P22 Underground CY Pro, system-ui, -apple-system, sans-serif"
"p22undergroundcyprobook","P22 Underground CY Pro Book","P22 Underground CY Pro Book, system-ui, -apple-system, sans-serif"
"p22undergroundcyprodemi","P22 Underground CY Pro Demi","P22 Underground CY Pro Demi, system-ui, -apple-system, sans-serif"
"palatinonova","Palatino Nova","Palatino Nova, system-ui, -apple-system, sans-serif"
"pancettapro","Pancetta Pro","Pancetta Pro, system-ui, -apple-system, sans-serif"
"panton","Panton","Panton, system-ui, -apple-system, sans-serif"
"peacesans","Peace Sans","Peace Sans, system-ui, -apple-system, sans-serif"
"pehlevi","pehlevi","pehlevi, system-ui, -apple-system, sans-serif"
"petersburg","Petersburg","Petersburg, system-ui, -apple-system, sans-serif"
"pfadamantsanspro","PFAdamant Sans Pro","PFAdamant Sans Pro, system-ui, -apple-system, sans-serif"
"pfadamantsansproextbdita","PFAdamant Sans Pro Ext Bd Ita","PFAdamant Sans Pro Ext Bd Ita, system-ui, -apple-system, sans-serif"
"pfadamantsansproextltita","PFAdamant Sans Pro Ext Lt Ita","PFAdamant Sans Pro Ext Lt Ita, system-ui, -apple-system, sans-serif"
"pfadamantsansprosembdita","PFAdamant Sans Pro Sem Bd Ita","PFAdamant Sans Pro Sem Bd Ita, system-ui, -apple-system, sans-serif"
"pfagorasanspro","PFAgora Sans Pro","PFAgora Sans Pro, system-ui, -apple-system, sans-serif"
"pfagorasansproblackital","PFAgora Sans Pro Black Ital","PFAgora Sans Pro Black Ital, system-ui, -apple-system, sans-serif"
"pfagorasanspromediumital","PFAgora Sans Pro Medium Ital","PFAgora Sans Pro Medium Ital, system-ui, -apple-system, sans-serif"
"pfagorasansproreg","PFAgora Sans Pro Reg","PFAgora Sans Pro Reg, system-ui, -apple-system, sans-serif"
"pfagorasansproultra","PFAgora Sans Pro Ultra","PFAgora Sans Pro Ultra, system-ui, -apple-system, sans-serif"
"pfagorasansproultrablackit","PFAgora Sans Pro Ultra Black It","PFAgora Sans Pro Ultra Black It, system-ui, -apple-system, sans-serif"
"pfbeausanspro","PFBeau Sans Pro","PFBeau Sans Pro, system-ui, -apple-system, sans-serif"
"pfbeausansproblackital","PFBeau Sans Pro Black Ital","PFBeau Sans Pro Black Ital, system-ui, -apple-system, sans-serif"
"pfbeausansprobook","PFBeau Sans Pro Book","PFBeau Sans Pro Book, system-ui, -apple-system, sans-serif"
"pfbeausansproreg","PFBeau Sans Pro Reg","PFBeau Sans Pro Reg, system-ui, -apple-system, sans-serif"
"pfbeausansprose","PFBeau Sans Pro Se","PFBeau Sans Pro Se, system-ui, -apple-system, sans-serif"
"pfbeausansproseboldital","PFBeau Sans Pro Se Bold Ital","PFBeau Sans Pro Se Bold Ital, system-ui, -apple-system, sans-serif"
"pfcentrosanspro","PFCentro Sans Pro","PFCentro Sans Pro, system-ui, -apple-system, sans-serif"
"pfcentrosansprou","PFCentro Sans Pro U","PFCentro Sans Pro U, system-ui, -apple-system, sans-serif"
"pfcentroserifpro","PFCentro Serif Pro","PFCentro Serif Pro, system-ui, -apple-system, sans-serif"
"pfdasgroteskpro","PFDas Grotesk Pro","PFDas Grotesk Pro, system-ui, -apple-system, sans-serif"
"pfdindisplaypro","PFDin Display Pro","PFDin Display Pro, system-ui, -apple-system, sans-serif"
"pfdindisplayproblackit","PFDin Display Pro Black It","PFDin Display Pro Black It, system-ui, -apple-system, sans-serif"
"pfdindisplayproboldital","PFDin Display Pro Bold Ital","PFDin Display Pro Bold Ital, system-ui, -apple-system, sans-serif"
"pfdindisplaypromed","PFDin Display Pro Med","PFDin Display Pro Med, system-ui, -apple-system, sans-serif"
"pfdindisplaypromedital","PFDin Display Pro Med Ital","PFDin Display Pro Med Ital, system-ui, -apple-system, sans-serif"
"pfdindisplayproreg","PFDin Display Pro Reg","PFDin Display Pro Reg, system-ui, -apple-system, sans-serif"
"pfencoresanspro","PFEncore Sans Pro","PFEncore Sans Pro, system-ui, -apple-system, sans-serif"
"pfencoresansprobook","PFEncore Sans Pro Book","PFEncore Sans Pro Book, system-ui, -apple-system, sans-serif"
"pfencoresansprohairline","PFEncore Sans Pro Hairline","PFEncore Sans Pro Hairline, system-ui, -apple-system, sans-serif"
"pfencoresansproreg","PFEncore Sans Pro Reg","PFEncore Sans Pro Reg, system-ui, -apple-system, sans-serif"
"pfencoresansprou","PFEncore Sans Pro U","PFEncore Sans Pro U, system-ui, -apple-system, sans-serif"
"pfhighwaysanspro","PFHighway Sans Pro","PFHighway Sans Pro, system-ui, -apple-system, sans-serif"
"pfregaldisplaypro","PFRegal Display Pro","PFRegal Display Pro, system-ui, -apple-system, sans-serif"
"pfregaldisplayprou","PFRegal Display Pro U","PFRegal Display Pro U, system-ui, -apple-system, sans-serif"
"pfregalfinessepro","PFRegal Finesse Pro","PFRegal Finesse Pro, system-ui, -apple-system, sans-serif"
"pfregalfinesseprou","PFRegal Finesse Pro U","PFRegal Finesse Pro U, system-ui, -apple-system, sans-serif"
"pfregalornaments","PFRegal Ornaments","PFRegal Ornaments, system-ui, -apple-system, sans-serif"
"pfregalstencilpro","PFRegal Stencil Pro","PFRegal Stencil Pro, system-ui, -apple-system, sans-serif"
"pfregalstencilprou","PFRegal Stencil Pro U","PFRegal Stencil Pro U, system-ui, -apple-system, sans-serif"
"pfregalswashpro","PFRegal Swash Pro","PFRegal Swash Pro, system-ui, -apple-system, sans-serif"
"pfregalswashprou","PFRegal Swash Pro U","PFRegal Swash Pro U, system-ui, -apple-system, sans-serif"
"pfregaltextpro","PFRegal Text Pro","PFRegal Text Pro, system-ui, -apple-system, sans-serif"
"pfregaltextproregulara","PFRegal Text Pro Regular A","PFRegal Text Pro Regular A, system-ui, -apple-system, sans-serif"
"pfregaltextproregularb","PFRegal Text Pro Regular B","PFRegal Text Pro Regular B, system-ui, -apple-system, sans-serif"
"pfregaltextprou","PFRegal Text Pro U","PFRegal Text Pro U, system-ui, -apple-system, sans-serif"
"pfsquaresanspro","PFSquare Sans Pro","PFSquare Sans Pro, system-ui, -apple-system, sans-serif"
"pfsquaresansprox","PFSquare Sans Pro X","PFSquare Sans Pro X, system-ui, -apple-system, sans-serif"
"pfsquaresansproxblackital","PFSquare Sans Pro XBlack Ital","PFSquare Sans Pro XBlack Ital, system-ui, -apple-system, sans-serif"
"philosopher","Philosopher","Philosopher, system-ui, -apple-system, sans-serif"
"pinglcg","Ping LCG","Ping LCG, system-ui, -apple-system, sans-serif"
"pinglcghairline","Ping LCG Hairline","Ping LCG Hairline, system-ui, -apple-system, sans-serif"
"playfairdisplay","Playfair Display","Playfair Display, system-ui, -apple-system, serif"
"point","Point","Point, system-ui, -apple-system, sans-serif"
"pointbook","Point Book","Point Book, system-ui, -apple-system, sans-serif"
"pointhairline","Point Hairline","Point Hairline, system-ui, -apple-system, sans-serif"
"pragmaticaw05","Pragmatica W05","Pragmatica W05, system-ui, -apple-system, sans-serif"
"pragmaticaw05extltita","Pragmatica W05 Ext Lt Ita","Pragmatica W05 Ext Lt Ita, system-ui, -apple-system, sans-serif"
"prahopro","Praho Pro","Praho Pro, system-ui, -apple-system, sans-serif"
"prahoprohairline","Praho Pro Hairline","Praho Pro Hairline, system-ui, -apple-system, sans-serif"
"proximanova","Proxima Nova","Proxima Nova, system-ui, -apple-system, sans-serif"
"ptrootui","PT Root UI","PT Root UI, system-ui, -apple-system, sans-serif"
"qanelas","Qanelas","Qanelas, system-ui, -apple-system, sans-serif"
"quarion","Quarion","Quarion, system-ui, -apple-system, sans-serif"
"quarionbook","Quarion Book","Quarion Book, system-ui, -apple-system, sans-serif"
"quarionhairline","Quarion Hairline","Quarion Hairline, system-ui, -apple-system, sans-serif"
"quercussans","Quercus Sans","Quercus Sans, system-ui, -apple-system, sans-serif"
"radomirtinkovgilroy","Radomir Tinkov Gilroy","Radomir Tinkov Gilroy, system-ui, -apple-system, sans-serif"
"raleway","Raleway","Raleway, system-ui, -apple-system, sans-serif"
"redring","Red Ring","Red Ring, system-ui, -apple-system, sans-serif"
"renaultlife","Renault Life","Renault Life, system-ui, -apple-system, sans-serif"
"rftone","RFTone","RFTone, system-ui, -apple-system, sans-serif"
"roboto","Roboto","Roboto, system-ui, -apple-system, sans-serif"
"rogan","Rogan","Rogan, system-ui, -apple-system, sans-serif"
"rollestondisplay","Rolleston Display","Rolleston Display, system-ui, -apple-system, sans-serif"
"rollestondisplayextra","Rolleston Display Extra","Rolleston Display Extra, system-ui, -apple-system, sans-serif"
"rollestondisplaysemi","Rolleston Display Semi","Rolleston Display Semi, system-ui, -apple-system, sans-serif"
"rollestontext","Rolleston Text","Rolleston Text, system-ui, -apple-system, sans-serif"
"rollestontextextra","Rolleston Text Extra","Rolleston Text Extra, system-ui, -apple-system, sans-serif"
